x1,x2,cluster
1.8420795311261555,4.607571604482282,0
5.6585831206188155,4.799964054441543,2
6.35257892020234,3.2908544987542663,2
2.904016525281363,4.612204112815066,0
3.2319791572074426,4.939894052826295,0
1.2479226797003768,4.93267846009402,0
1.9761988616251198,4.434896742381875,0
2.23454135329173,5.055471681344978,0
2.9834075716604347,4.840464061253519,0
2.979703906925933,4.806710807986595,0
2.114964111296854,5.373735865287625,0
2.121695429851929,5.208542115552275,0
1.514352903108069,4.77003303264906,0
2.1697922709882342,5.274353538341508,0
0.4185237324421214,4.883125218349286,0
2.47053694822282,4.804189440854675,0
4.060691324409988,4.995038620740097,0
3.0070893379030883,4.678977577376825,0
0.6663234559392024,4.871879490418842,0
3.162186503015328,4.836583005763322,0
0.5115525803972185,4.910529229502589,0
3.134280099558564,4.961781139153404,0
2.049745950070817,5.6241394959880955,0
0.665827852422697,5.243992574839312,0
1.0173201258293543,4.844736469192718,0
2.178935676285175,5.29758701369049,0
2.8596261496674256,5.260419973323453,0
1.3088258835996913,5.301587009101879,0
0.9925324554451718,5.015674237577476,0
1.4037263817193335,4.575276844394842,0
2.660465724208499,5.196238478566125,0
2.7999588192935536,5.115263227051593,0
2.069953453750165,4.68467130341947,0
3.2976518091928098,5.592055349989062,0
1.8929765958025335,4.890432088944249,0
2.5598306396203334,5.263977564175146,0
1.153540312065502,4.678667174337322,0
2.2515075383287666,5.44500310210926,0
2.2096029550788012,4.9146926414522065,0
1.5914193717920568,4.832125726643392,0
1.6783803760299154,5.2690382174802215,0
2.5914864171878738,4.925933935454911,0
2.8099644223368205,5.538498989714164,0
0.9531162720189421,5.580371075704837,0
1.5177527591280904,5.038366376905697,0
3.2311424765560437,5.784296646013455,0
2.5418001057260593,4.810987375514933,0
3.8142286544291366,4.735267964925186,0
1.684958290504217,4.5964355345526,0
2.1777717336419573,4.861540188503138,0
1.8173327959912597,5.133339067003756,0
1.8577655344165476,4.869624135455342,0
3.0308430076969914,5.240575821340838,0
2.9265829487849206,5.096679228841688,0
3.4349354315667204,5.340807411956873,0
3.203671162333278,4.859247586559391,0
0.10511803945886711,4.729163438461413,0
1.4059791628972462,5.066368224996453,0
2.241850515528486,4.9244617023247255,0
1.3667839525662497,5.261610953537723,0
1.707254821599876,4.0423147944003865,0
1.9190956589454178,5.578484465015508,0
1.601567313150977,4.644530115981849,0
0.37963437143864875,5.2619472941035275,0
2.0213450243381597,4.412674449222839,0
1.120367372903417,5.208807468302654,0
2.2690142804657305,4.618188827708471,0
-0.24512712766170175,5.740192366387896,0
2.128578426246194,5.01149793096124,0
1.8441998110251225,5.031539479749028,0
2.3255825322728683,4.748679619050756,0
1.5233411310579263,4.8791615932566605,0
1.0228512846407858,5.010506504958272,0
1.8538273720727831,5.007524823118074,0
2.2032165835580124,4.9451637873213485,0
1.2009998119131844,4.578297628829255,0
1.0206270273889793,4.629911191127603,0
1.604932266103602,5.136631390741864,0
0.4764735513254672,5.135359772867848,0
0.36391720409668116,4.7333282259158596,0
0.3131984500482181,5.546946435563959,0
2.2866483910158673,5.007669903345754,0
2.154601389641329,5.462829590785801,0
2.0528851765061513,4.779585588568983,0
4.888043316568204,5.506707952236728,2
2.403047466924176,5.081473257321243,0
2.568694529536674,5.206878859954676,0
1.8297599254285273,4.596572882818212,0
0.5484522320181779,5.02672980169041,0
3.171096186656912,5.594645195347297,0
3.042020694060989,5.007583730318273,0
2.404277749844845,5.02587069662433,0
0.17783466446688756,5.297650317664919,0
2.6142867842398347,5.222874141673731,0
2.3009779823162417,4.972358439910461,0
3.9077931723316217,5.094646759998636,0
2.0567054240880105,5.233913255151575,0
1.3813349700697428,5.001949624092176,0
1.1607417785188763,4.677279268477293,0
1.7281819943472312,5.36028437434454,0
3.2036062057779144,0.7222149034236587,1
3.061929184157545,1.5719210992485262,1
4.017149169469283,1.1607064678528025,1
1.4026082193785905,1.0872653580630562,1
4.081649507530082,0.872003428739607,1
3.1527308085072985,0.9815587114697814,1
3.4518635089270657,0.427840834415254,1
3.8538431375932065,0.7920479033506194,1
1.5744925512126997,1.3481112594910267,1
4.72372077755589,0.6204413584594055,1
2.8796108406812584,0.7541374110660162,1
0.9679134767334232,1.1616681947644747,1
1.5317810704822732,1.1005485242324748,1
4.138359152178729,1.2478097932507732,1
3.1610902148156015,1.2942289318415272,1
2.9517703890826166,0.8958314324641911,1
3.2784429546227427,1.7504392615206619,1
2.1270184993118018,0.9567204249582623,1
3.3264888481347885,1.2801906639493872,1
2.5437148945678403,0.9573271589986067,1
3.2339469998943615,1.0820232401768624,1
4.431529762704597,0.5404100030365326,1
3.5647862538954813,1.117647142657849,1
4.255884820986278,0.906439572236069,1
4.053865813388372,0.5329186210157868,1
3.0897017602678742,1.0881444823769872,1
2.8473445933325423,0.26759253193168586,1
3.6358604869258224,1.1216019434923548,1
1.9553886372594917,1.3215685691615027,1
2.8838400473503127,0.8045450649676619,1
3.484443872790626,1.1355144824379535,1
3.497984124763063,1.1004640210347765,1
2.455759339638348,0.7890465416425023,1
3.203800095269826,1.0272807463558216,1
3.0067725368673575,0.625191281541267,1
1.965479737608877,1.2173076049288782,1
2.1798933319744465,1.308798305086229,1
2.612070293192836,0.9907685574084989,1
3.9554991153824592,0.8326929897165098,1
3.6484648165475164,1.628496974308694,1
4.184500106526444,0.4535620312008207,1
3.7875723017568395,1.4544290445226997,1
3.3006365498721384,1.2810758821084063,1
3.02836363232283,1.356351889867326,1
3.1841217562056885,1.4141079887295975,1
4.169118966225332,0.2058103774770208,1
3.240242111019093,1.1487623727645102,1
3.915960677768852,1.012257735490282,1
2.9697971618738923,1.0121030599292014,1
1.1299385570386,0.770852843682668,1
2.717307986328911,0.48697554618095595,1
3.1189016958972675,0.6943833555225435,1
2.4051802002605527,1.117781226884269,1
2.9581842907871807,1.0188709568753616,1
1.6545630850790554,1.1863117476010434,1
2.3977580681531183,1.2472138735497558,1
2.284093050088675,0.6486546903964623,1
2.795887243076254,0.9952666365513957,1
